"category","hist_proj","year","use_cat","fund_type","amount"
"Public_Health_Activity","Historical",2013,"N","medicare",0
"Public_Health_Activity","Historical",2014,"N","medicare",0
"Public_Health_Activity","Historical",2015,"N","medicare",0
"Public_Health_Activity","Historical",2016,"N","medicare",0
"Public_Health_Activity","Projected",2017,"N","medicare",0
"Public_Health_Activity","Projected",2018,"N","medicare",0
"Public_Health_Activity","Projected",2019,"N","medicare",0
"Public_Health_Activity","Projected",2020,"N","medicare",0
"Public_Health_Activity","Projected",2021,"N","medicare",0
"Public_Health_Activity","Projected",2022,"N","medicare",0
"Public_Health_Activity","Projected",2023,"N","medicare",0
"Public_Health_Activity","Projected",2024,"N","medicare",0
"Public_Health_Activity","Projected",2025,"N","medicare",0
"Public_Health_Activity","Projected",2026,"N","medicare",0
"Research","Historical",1960,"N","medicare",0
"Research","Historical",1961,"N","medicare",0
"Research","Historical",1962,"N","medicare",0
"Research","Historical",1963,"N","medicare",0
"Research","Historical",1964,"N","medicare",0
"Research","Historical",1965,"N","medicare",0
"Research","Historical",1966,"N","medicare",0
"Research","Historical",1967,"N","medicare",0
"Research","Historical",1968,"N","medicare",0
"Research","Historical",1969,"N","medicare",0
"Research","Historical",1970,"N","medicare",0
"Research","Historical",1971,"N","medicare",0
"Research","Historical",1972,"N","medicare",0
"Research","Historical",1973,"N","medicare",0
"Research","Historical",1974,"N","medicare",0
"Research","Historical",1975,"N","medicare",0
"Research","Historical",1976,"N","medicare",0
"Research","Historical",1977,"N","medicare",0
"Research","Historical",1978,"N","medicare",0
"Research","Historical",1979,"N","medicare",0
"Research","Historical",1980,"N","medicare",0
"Research","Historical",1981,"N","medicare",0
"Research","Historical",1982,"N","medicare",0
"Research","Historical",1983,"N","medicare",0
"Research","Historical",1984,"N","medicare",0
"Research","Historical",1985,"N","medicare",0
"Research","Historical",1986,"N","medicare",0
"Research","Historical",1987,"N","medicare",0
"Research","Historical",1988,"N","medicare",0
"Research","Historical",1989,"N","medicare",0
"Research","Historical",1990,"N","medicare",0
"Research","Historical",1991,"N","medicare",0
"Research","Historical",1992,"N","medicare",0
"Research","Historical",1993,"N","medicare",0
"Research","Historical",1994,"N","medicare",0
"Research","Historical",1995,"N","medicare",0
"Research","Historical",1996,"N","medicare",0
"Research","Historical",1997,"N","medicare",0
"Research","Historical",1998,"N","medicare",0
"Research","Historical",1999,"N","medicare",0
"Research","Historical",2000,"N","medicare",0
"Research","Historical",2001,"N","medicare",0
"Research","Historical",2002,"N","medicare",0
"Research","Historical",2003,"N","medicare",0
"Research","Historical",2004,"N","medicare",0
"Research","Historical",2005,"N","medicare",0
"Research","Historical",2006,"N","medicare",0
"Research","Historical",2007,"N","medicare",0
"Research","Historical",2008,"N","medicare",0
"Research","Historical",2009,"N","medicare",0
"Research","Historical",2010,"N","medicare",0
"Research","Historical",2011,"N","medicare",0
"Research","Historical",2012,"N","medicare",0
"Research","Historical",2013,"N","medicare",0
"Research","Historical",2014,"N","medicare",0
"Research","Historical",2015,"N","medicare",0
"Research","Historical",2016,"N","medicare",0
"Research","Projected",2017,"N","medicare",0
"Research","Projected",2018,"N","medicare",0
"Research","Projected",2019,"N","medicare",0
"Research","Projected",2020,"N","medicare",0
"Research","Projected",2021,"N","medicare",0
"Research","Projected",2022,"N","medicare",0
"Research","Projected",2023,"N","medicare",0
"Research","Projected",2024,"N","medicare",0
"Research","Projected",2025,"N","medicare",0
"Research","Projected",2026,"N","medicare",0
"Structures","Historical",1960,"N","medicare",0
"Structures","Historical",1961,"N","medicare",0
"Structures","Historical",1962,"N","medicare",0
"Structures","Historical",1963,"N","medicare",0
"Structures","Historical",1964,"N","medicare",0
"Structures","Historical",1965,"N","medicare",0
"Structures","Historical",1966,"N","medicare",0
"Structures","Historical",1967,"N","medicare",0
"Structures","Historical",1968,"N","medicare",0
"Structures","Historical",1969,"N","medicare",0
"Structures","Historical",1970,"N","medicare",0
"Structures","Historical",1971,"N","medicare",0
"Structures","Historical",1972,"N","medicare",0
"Structures","Historical",1973,"N","medicare",0
"Structures","Historical",1974,"N","medicare",0
"Structures","Historical",1975,"N","medicare",0
"Structures","Historical",1976,"N","medicare",0
"Structures","Historical",1977,"N","medicare",0
"Structures","Historical",1978,"N","medicare",0
"Structures","Historical",1979,"N","medicare",0
"Structures","Historical",1980,"N","medicare",0
"Structures","Historical",1981,"N","medicare",0
"Structures","Historical",1982,"N","medicare",0
"Structures","Historical",1983,"N","medicare",0
"Structures","Historical",1984,"N","medicare",0
"Structures","Historical",1985,"N","medicare",0
"Structures","Historical",1986,"N","medicare",0
"Structures","Historical",1987,"N","medicare",0
"Structures","Historical",1988,"N","medicare",0
"Structures","Historical",1989,"N","medicare",0
"Structures","Historical",1990,"N","medicare",0
"Structures","Historical",1991,"N","medicare",0
"Structures","Historical",1992,"N","medicare",0
"Structures","Historical",1993,"N","medicare",0
"Structures","Historical",1994,"N","medicare",0
"Structures","Historical",1995,"N","medicare",0
"Structures","Historical",1996,"N","medicare",0
"Structures","Historical",1997,"N","medicare",0
"Structures","Historical",1998,"N","medicare",0
"Structures","Historical",1999,"N","medicare",0
"Structures","Historical",2000,"N","medicare",0
"Structures","Historical",2001,"N","medicare",0
"Structures","Historical",2002,"N","medicare",0
"Structures","Historical",2003,"N","medicare",0
"Structures","Historical",2004,"N","medicare",0
"Structures","Historical",2005,"N","medicare",0
"Structures","Historical",2006,"N","medicare",0
"Structures","Historical",2007,"N","medicare",0
"Structures","Historical",2008,"N","medicare",0
"Structures","Historical",2009,"N","medicare",0
"Structures","Historical",2010,"N","medicare",0
"Structures","Historical",2011,"N","medicare",0
"Structures","Historical",2012,"N","medicare",0
"Structures","Historical",2013,"N","medicare",0
"Structures","Historical",2014,"N","medicare",0
"Structures","Historical",2015,"N","medicare",0
"Structures","Historical",2016,"N","medicare",0
"Structures","Projected",2017,"N","medicare",0
"Structures","Projected",2018,"N","medicare",0
"Structures","Projected",2019,"N","medicare",0
"Structures","Projected",2020,"N","medicare",0
"Structures","Projected",2021,"N","medicare",0
"Structures","Projected",2022,"N","medicare",0
"Structures","Projected",2023,"N","medicare",0
"Structures","Projected",2024,"N","medicare",0
"Structures","Projected",2025,"N","medicare",0
"Structures","Projected",2026,"N","medicare",0
"Equipment","Historical",1960,"N","medicare",0
"Equipment","Historical",1961,"N","medicare",0
"Equipment","Historical",1962,"N","medicare",0
"Equipment","Historical",1963,"N","medicare",0
"Equipment","Historical",1964,"N","medicare",0
"Equipment","Historical",1965,"N","medicare",0
"Equipment","Historical",1966,"N","medicare",0
"Equipment","Historical",1967,"N","medicare",0
"Equipment","Historical",1968,"N","medicare",0
"Equipment","Historical",1969,"N","medicare",0
"Equipment","Historical",1970,"N","medicare",0
"Equipment","Historical",1971,"N","medicare",0
"Equipment","Historical",1972,"N","medicare",0
"Equipment","Historical",1973,"N","medicare",0
"Equipment","Historical",1974,"N","medicare",0
"Equipment","Historical",1975,"N","medicare",0
"Equipment","Historical",1976,"N","medicare",0
"Equipment","Historical",1977,"N","medicare",0
"Equipment","Historical",1978,"N","medicare",0
"Equipment","Historical",1979,"N","medicare",0
"Equipment","Historical",1980,"N","medicare",0
"Equipment","Historical",1981,"N","medicare",0
"Equipment","Historical",1982,"N","medicare",0
"Equipment","Historical",1983,"N","medicare",0
"Equipment","Historical",1984,"N","medicare",0
"Equipment","Historical",1985,"N","medicare",0
"Equipment","Historical",1986,"N","medicare",0
"Equipment","Historical",1987,"N","medicare",0
"Equipment","Historical",1988,"N","medicare",0
"Equipment","Historical",1989,"N","medicare",0
"Equipment","Historical",1990,"N","medicare",0
"Equipment","Historical",1991,"N","medicare",0
"Equipment","Historical",1992,"N","medicare",0
"Equipment","Historical",1993,"N","medicare",0
"Equipment","Historical",1994,"N","medicare",0
"Equipment","Historical",1995,"N","medicare",0
"Equipment","Historical",1996,"N","medicare",0
"Equipment","Historical",1997,"N","medicare",0
"Equipment","Historical",1998,"N","medicare",0
"Equipment","Historical",1999,"N","medicare",0
"Equipment","Historical",2000,"N","medicare",0
"Equipment","Historical",2001,"N","medicare",0
"Equipment","Historical",2002,"N","medicare",0
"Equipment","Historical",2003,"N","medicare",0
"Equipment","Historical",2004,"N","medicare",0
"Equipment","Historical",2005,"N","medicare",0
"Equipment","Historical",2006,"N","medicare",0
"Equipment","Historical",2007,"N","medicare",0
"Equipment","Historical",2008,"N","medicare",0
"Equipment","Historical",2009,"N","medicare",0
"Equipment","Historical",2010,"N","medicare",0
"Equipment","Historical",2011,"N","medicare",0
"Equipment","Historical",2012,"N","medicare",0
"Equipment","Historical",2013,"N","medicare",0
"Equipment","Historical",2014,"N","medicare",0
"Equipment","Historical",2015,"N","medicare",0
"Equipment","Historical",2016,"N","medicare",0
"Equipment","Projected",2017,"N","medicare",0
"Equipment","Projected",2018,"N","medicare",0
"Equipment","Projected",2019,"N","medicare",0
"Equipment","Projected",2020,"N","medicare",0
"Equipment","Projected",2021,"N","medicare",0
"Equipment","Projected",2022,"N","medicare",0
"Equipment","Projected",2023,"N","medicare",0
"Equipment","Projected",2024,"N","medicare",0
"Equipment","Projected",2025,"N","medicare",0
"Equipment","Projected",2026,"N","medicare",0
"National_Health","Historical",1960,"N","medicaid",0
"National_Health","Historical",1961,"N","medicaid",0
"National_Health","Historical",1962,"N","medicaid",0
"National_Health","Historical",1963,"N","medicaid",0
"National_Health","Historical",1964,"N","medicaid",0
"National_Health","Historical",1965,"N","medicaid",0
"National_Health","Historical",1966,"N","medicaid",1304
"National_Health","Historical",1967,"N","medicaid",3141
"National_Health","Historical",1968,"N","medicaid",3541
"National_Health","Historical",1969,"N","medicaid",4174
"National_Health","Historical",1970,"N","medicaid",5290
"National_Health","Historical",1971,"N","medicaid",6695
"National_Health","Historical",1972,"N","medicaid",8314
"National_Health","Historical",1973,"N","medicaid",9423
"National_Health","Historical",1974,"N","medicaid",11073
"National_Health","Historical",1975,"N","medicaid",13446
"National_Health","Historical",1976,"N","medicaid",15188
"National_Health","Historical",1977,"N","medicaid",17464
"National_Health","Historical",1978,"N","medicaid",19465
"National_Health","Historical",1979,"N","medicaid",22332
"National_Health","Historical",1980,"N","medicaid",26032
"National_Health","Historical",1981,"N","medicaid",30307
"National_Health","Historical",1982,"N","medicaid",32011
"National_Health","Historical",1983,"N","medicaid",35266
"National_Health","Historical",1984,"N","medicaid",38233
"National_Health","Historical",1985,"N","medicaid",40937
"National_Health","Historical",1986,"N","medicaid",45383
"National_Health","Historical",1987,"N","medicaid",50339
"National_Health","Historical",1988,"N","medicaid",55080
"National_Health","Historical",1989,"N","medicaid",61952
"National_Health","Historical",1990,"N","medicaid",73661
"National_Health","Historical",1991,"N","medicaid",93211
"National_Health","Historical",1992,"N","medicaid",108186
"National_Health","Historical",1993,"N","medicaid",122373
"National_Health","Historical",1994,"N","medicaid",134414
"National_Health","Historical",1995,"N","medicaid",144862
"National_Health","Historical",1996,"N","medicaid",152170
"National_Health","Historical",1997,"N","medicaid",160849
"National_Health","Historical",1998,"N","medicaid",169011
"National_Health","Historical",1999,"N","medicaid",183455
"National_Health","Historical",2000,"N","medicaid",200345
"National_Health","Historical",2001,"N","medicaid",224092
"National_Health","Historical",2002,"N","medicaid",248050
"National_Health","Historical",2003,"N","medicaid",268903
"National_Health","Historical",2004,"N","medicaid",290679
"National_Health","Historical",2005,"N","medicaid",309275
"National_Health","Historical",2006,"N","medicaid",306584
"National_Health","Historical",2007,"N","medicaid",325746
"National_Health","Historical",2008,"N","medicaid",344214
"National_Health","Historical",2009,"N","medicaid",374421
"National_Health","Historical",2010,"N","medicaid",397226
"National_Health","Historical",2011,"N","medicaid",406744
"National_Health","Historical",2012,"N","medicaid",422688
"National_Health","Historical",2013,"N","medicaid",445361
"National_Health","Historical",2014,"N","medicaid",496645
"National_Health","Historical",2015,"N","medicaid",544073
"National_Health","Historical",2016,"N","medicaid",565550
"National_Health","Projected",2017,"N","medicaid",582044
"National_Health","Projected",2018,"N","medicaid",621999
"National_Health","Projected",2019,"N","medicaid",656290
"National_Health","Projected",2020,"N","medicaid",696421
"National_Health","Projected",2021,"N","medicaid",738380
"National_Health","Projected",2022,"N","medicaid",782411
"National_Health","Projected",2023,"N","medicaid",828299
"National_Health","Projected",2024,"N","medicaid",876973
"National_Health","Projected",2025,"N","medicaid",932751
"National_Health","Projected",2026,"N","medicaid",996175
"Health_Consumption","Historical",1960,"N","medicaid",0
"Health_Consumption","Historical",1961,"N","medicaid",0
"Health_Consumption","Historical",1962,"N","medicaid",0
"Health_Consumption","Historical",1963,"N","medicaid",0
"Health_Consumption","Historical",1964,"N","medicaid",0
"Health_Consumption","Historical",1965,"N","medicaid",0
"Health_Consumption","Historical",1966,"N","medicaid",1304
"Health_Consumption","Historical",1967,"N","medicaid",3141
"Health_Consumption","Historical",1968,"N","medicaid",3541
"Health_Consumption","Historical",1969,"N","medicaid",4174
"Health_Consumption","Historical",1970,"N","medicaid",5290
"Health_Consumption","Historical",1971,"N","medicaid",6695
"Health_Consumption","Historical",1972,"N","medicaid",8314
"Health_Consumption","Historical",1973,"N","medicaid",9423
"Health_Consumption","Historical",1974,"N","medicaid",11073
"Health_Consumption","Historical",1975,"N","medicaid",13446
"Health_Consumption","Historical",1976,"N","medicaid",15188
"Health_Consumption","Historical",1977,"N","medicaid",17464
"Health_Consumption","Historical",1978,"N","medicaid",19465
"Health_Consumption","Historical",1979,"N","medicaid",22332
"Health_Consumption","Historical",1980,"N","medicaid",26032
"Health_Consumption","Historical",1981,"N","medicaid",30307
"Health_Consumption","Historical",1982,"N","medicaid",32011
"Health_Consumption","Historical",1983,"N","medicaid",35266
"Health_Consumption","Historical",1984,"N","medicaid",38233
"Health_Consumption","Historical",1985,"N","medicaid",40937
"Health_Consumption","Historical",1986,"N","medicaid",45383
"Health_Consumption","Historical",1987,"N","medicaid",50339
"Health_Consumption","Historical",1988,"N","medicaid",55080
"Health_Consumption","Historical",1989,"N","medicaid",61952
"Health_Consumption","Historical",1990,"N","medicaid",73661
"Health_Consumption","Historical",1991,"N","medicaid",93211
"Health_Consumption","Historical",1992,"N","medicaid",108186
"Health_Consumption","Historical",1993,"N","medicaid",122373
"Health_Consumption","Historical",1994,"N","medicaid",134414
"Health_Consumption","Historical",1995,"N","medicaid",144862
"Health_Consumption","Historical",1996,"N","medicaid",152170
"Health_Consumption","Historical",1997,"N","medicaid",160849
"Health_Consumption","Historical",1998,"N","medicaid",169011
"Health_Consumption","Historical",1999,"N","medicaid",183455
"Health_Consumption","Historical",2000,"N","medicaid",200345
"Health_Consumption","Historical",2001,"N","medicaid",224092
"Health_Consumption","Historical",2002,"N","medicaid",248050
"Health_Consumption","Historical",2003,"N","medicaid",268903
"Health_Consumption","Historical",2004,"N","medicaid",290679
"Health_Consumption","Historical",2005,"N","medicaid",309275
"Health_Consumption","Historical",2006,"N","medicaid",306584
"Health_Consumption","Historical",2007,"N","medicaid",325746
"Health_Consumption","Historical",2008,"N","medicaid",344214
"Health_Consumption","Historical",2009,"N","medicaid",374421
"Health_Consumption","Historical",2010,"N","medicaid",397226
"Health_Consumption","Historical",2011,"N","medicaid",406744
"Health_Consumption","Historical",2012,"N","medicaid",422688
"Health_Consumption","Historical",2013,"N","medicaid",445361
"Health_Consumption","Historical",2014,"N","medicaid",496645
"Health_Consumption","Historical",2015,"N","medicaid",544073
"Health_Consumption","Historical",2016,"N","medicaid",565550
"Health_Consumption","Projected",2017,"N","medicaid",582044
"Health_Consumption","Projected",2018,"N","medicaid",621999
"Health_Consumption","Projected",2019,"N","medicaid",656290
"Health_Consumption","Projected",2020,"N","medicaid",696421
"Health_Consumption","Projected",2021,"N","medicaid",738380
"Health_Consumption","Projected",2022,"N","medicaid",782411
"Health_Consumption","Projected",2023,"N","medicaid",828299
"Health_Consumption","Projected",2024,"N","medicaid",876973
"Health_Consumption","Projected",2025,"N","medicaid",932751
"Health_Consumption","Projected",2026,"N","medicaid",996175
"Personal_Health_Care","Historical",1960,"Y","medicaid",0
"Personal_Health_Care","Historical",1961,"Y","medicaid",0
"Personal_Health_Care","Historical",1962,"Y","medicaid",0
"Personal_Health_Care","Historical",1963,"Y","medicaid",0
"Personal_Health_Care","Historical",1964,"Y","medicaid",0
"Personal_Health_Care","Historical",1965,"Y","medicaid",0
"Personal_Health_Care","Historical",1966,"Y","medicaid",1252
"Personal_Health_Care","Historical",1967,"Y","medicaid",3019
"Personal_Health_Care","Historical",1968,"Y","medicaid",3385
"Personal_Health_Care","Historical",1969,"Y","medicaid",3984
"Personal_Health_Care","Historical",1970,"Y","medicaid",5039
"Personal_Health_Care","Historical",1971,"Y","medicaid",6411
"Personal_Health_Care","Historical",1972,"Y","medicaid",7973
"Personal_Health_Care","Historical",1973,"Y","medicaid",9013
"Personal_Health_Care","Historical",1974,"Y","medicaid",10590
"Personal_Health_Care","Historical",1975,"Y","medicaid",12839
"Personal_Health_Care","Historical",1976,"Y","medicaid",14429
"Personal_Health_Care","Historical",1977,"Y","medicaid",16520
"Personal_Health_Care","Historical",1978,"Y","medicaid",18406
"Personal_Health_Care","Historical",1979,"Y","medicaid",21134
"Personal_Health_Care","Historical",1980,"Y","medicaid",24697
"Personal_Health_Care","Historical",1981,"Y","medicaid",28795
"Personal_Health_Care","Historical",1982,"Y","medicaid",30418
"Personal_Health_Care","Historical",1983,"Y","medicaid",33486
"Personal_Health_Care","Historical",1984,"Y","medicaid",36181
"Personal_Health_Care","Historical",1985,"Y","medicaid",38761
"Personal_Health_Care","Historical",1986,"Y","medicaid",43019
"Personal_Health_Care","Historical",1987,"Y","medicaid",47719
"Personal_Health_Care","Historical",1988,"Y","medicaid",52173
"Personal_Health_Care","Historical",1989,"Y","medicaid",58651
"Personal_Health_Care","Historical",1990,"Y","medicaid",69693
"Personal_Health_Care","Historical",1991,"Y","medicaid",88921
"Personal_Health_Care","Historical",1992,"Y","medicaid",103417
"Personal_Health_Care","Historical",1993,"Y","medicaid",116453
"Personal_Health_Care","Historical",1994,"Y","medicaid",126856
"Personal_Health_Care","Historical",1995,"Y","medicaid",136250
"Personal_Health_Care","Historical",1996,"Y","medicaid",144510
"Personal_Health_Care","Historical",1997,"Y","medicaid",151352
"Personal_Health_Care","Historical",1998,"Y","medicaid",158316
"Personal_Health_Care","Historical",1999,"Y","medicaid",171281
"Personal_Health_Care","Historical",2000,"Y","medicaid",186943
"Personal_Health_Care","Historical",2001,"Y","medicaid",208435
"Personal_Health_Care","Historical",2002,"Y","medicaid",230096
"Personal_Health_Care","Historical",2003,"Y","medicaid",249447
"Personal_Health_Care","Historical",2004,"Y","medicaid",270746
"Personal_Health_Care","Historical",2005,"Y","medicaid",287581
"Personal_Health_Care","Historical",2006,"Y","medicaid",283315
"Personal_Health_Care","Historical",2007,"Y","medicaid",301109
"Personal_Health_Care","Historical",2008,"Y","medicaid",317838
"Personal_Health_Care","Historical",2009,"Y","medicaid",346191
"Personal_Health_Care","Historical",2010,"Y","medicaid",365751
"Personal_Health_Care","Historical",2011,"Y","medicaid",373891
"Personal_Health_Care","Historical",2012,"Y","medicaid",388421
"Personal_Health_Care","Historical",2013,"Y","medicaid",406410
"Personal_Health_Care","Historical",2014,"Y","medicaid",446271
"Personal_Health_Care","Historical",2015,"Y","medicaid",485761
"Personal_Health_Care","Historical",2016,"Y","medicaid",505223
"Personal_Health_Care","Projected",2017,"Y","medicaid",522647
"Personal_Health_Care","Projected",2018,"Y","medicaid",554570
"Personal_Health_Care","Projected",2019,"Y","medicaid",584395
"Personal_Health_Care","Projected",2020,"Y","medicaid",617467
"Personal_Health_Care","Projected",2021,"Y","medicaid",653799
"Personal_Health_Care","Projected",2022,"Y","medicaid",691850
"Personal_Health_Care","Projected",2023,"Y","medicaid",731432
"Personal_Health_Care","Projected",2024,"Y","medicaid",773410
"Personal_Health_Care","Projected",2025,"Y","medicaid",821858
"Personal_Health_Care","Projected",2026,"Y","medicaid",877371
"Hospital_Care","Historical",1960,"Y","medicaid",0
"Hospital_Care","Historical",1961,"Y","medicaid",0
"Hospital_Care","Historical",1962,"Y","medicaid",0
"Hospital_Care","Historical",1963,"Y","medicaid",0
"Hospital_Care","Historical",1964,"Y","medicaid",0
"Hospital_Care","Historical",1965,"Y","medicaid",0
"Hospital_Care","Historical",1966,"Y","medicaid",726
"Hospital_Care","Historical",1967,"Y","medicaid",1624
"Hospital_Care","Historical",1968,"Y","medicaid",1703
"Hospital_Care","Historical",1969,"Y","medicaid",2031
"Hospital_Care","Historical",1970,"Y","medicaid",2647
"Hospital_Care","Historical",1971,"Y","medicaid",3316
"Hospital_Care","Historical",1972,"Y","medicaid",3738
"Hospital_Care","Historical",1973,"Y","medicaid",3990
"Hospital_Care","Historical",1974,"Y","medicaid",4226
"Hospital_Care","Historical",1975,"Y","medicaid",5014
"Hospital_Care","Historical",1976,"Y","medicaid",5766
"Hospital_Care","Historical",1977,"Y","medicaid",6602
"Hospital_Care","Historical",1978,"Y","medicaid",7008
"Hospital_Care","Historical",1979,"Y","medicaid",7774
"Hospital_Care","Historical",1980,"Y","medicaid",9214
"Hospital_Care","Historical",1981,"Y","medicaid",11062
"Hospital_Care","Historical",1982,"Y","medicaid",11782
"Hospital_Care","Historical",1983,"Y","medicaid",12947
"Hospital_Care","Historical",1984,"Y","medicaid",13961
"Hospital_Care","Historical",1985,"Y","medicaid",14624
"Hospital_Care","Historical",1986,"Y","medicaid",15963
"Hospital_Care","Historical",1987,"Y","medicaid",17773
"Hospital_Care","Historical",1988,"Y","medicaid",19712
"Hospital_Care","Historical",1989,"Y","medicaid",22269
"Hospital_Care","Historical",1990,"Y","medicaid",26663
"Hospital_Care","Historical",1991,"Y","medicaid",36545
"Hospital_Care","Historical",1992,"Y","medicaid",43940
"Hospital_Care","Historical",1993,"Y","medicaid",49458
"Hospital_Care","Historical",1994,"Y","medicaid",53671
"Hospital_Care","Historical",1995,"Y","medicaid",56800
"Hospital_Care","Historical",1996,"Y","medicaid",58871
"Hospital_Care","Historical",1997,"Y","medicaid",59614
"Hospital_Care","Historical",1998,"Y","medicaid",61697
"Hospital_Care","Historical",1999,"Y","medicaid",66799
"Hospital_Care","Historical",2000,"Y","medicaid",70928
"Hospital_Care","Historical",2001,"Y","medicaid",77353
"Hospital_Care","Historical",2002,"Y","medicaid",84411
"Hospital_Care","Historical",2003,"Y","medicaid",90254
"Hospital_Care","Historical",2004,"Y","medicaid",96766
"Hospital_Care","Historical",2005,"Y","medicaid",103783
"Hospital_Care","Historical",2006,"Y","medicaid",108835
"Hospital_Care","Historical",2007,"Y","medicaid",117182
"Hospital_Care","Historical",2008,"Y","medicaid",122653
"Hospital_Care","Historical",2009,"Y","medicaid",133428
"Hospital_Care","Historical",2010,"Y","medicaid",141752
"Hospital_Care","Historical",2011,"Y","medicaid",143924
"Hospital_Care","Historical",2012,"Y","medicaid",149841
"Hospital_Care","Historical",2013,"Y","medicaid",155750
"Hospital_Care","Historical",2014,"Y","medicaid",169027
"Hospital_Care","Historical",2015,"Y","medicaid",183569
"Hospital_Care","Historical",2016,"Y","medicaid",189824
"Hospital_Care","Projected",2017,"Y","medicaid",196205
"Hospital_Care","Projected",2018,"Y","medicaid",206588
"Hospital_Care","Projected",2019,"Y","medicaid",216871
"Hospital_Care","Projected",2020,"Y","medicaid",227964
"Hospital_Care","Projected",2021,"Y","medicaid",240281
"Hospital_Care","Projected",2022,"Y","medicaid",253261
"Hospital_Care","Projected",2023,"Y","medicaid",266830
"Hospital_Care","Projected",2024,"Y","medicaid",281539
"Hospital_Care","Projected",2025,"Y","medicaid",301181
"Hospital_Care","Projected",2026,"Y","medicaid",327016
"Physician_and_Clinical","Historical",1960,"Y","medicaid",0
"Physician_and_Clinical","Historical",1961,"Y","medicaid",0
"Physician_and_Clinical","Historical",1962,"Y","medicaid",0
"Physician_and_Clinical","Historical",1963,"Y","medicaid",0
"Physician_and_Clinical","Historical",1964,"Y","medicaid",0
"Physician_and_Clinical","Historical",1965,"Y","medicaid",0
"Physician_and_Clinical","Historical",1966,"Y","medicaid",141
"Physician_and_Clinical","Historical",1967,"Y","medicaid",348
"Physician_and_Clinical","Historical",1968,"Y","medicaid",429
"Physician_and_Clinical","Historical",1969,"Y","medicaid",519
"Physician_and_Clinical","Historical",1970,"Y","medicaid",649
"Physician_and_Clinical","Historical",1971,"Y","medicaid",846
"Physician_and_Clinical","Historical",1972,"Y","medicaid",1093
"Physician_and_Clinical","Historical",1973,"Y","medicaid",1353
"Physician_and_Clinical","Historical",1974,"Y","medicaid",1539
"Physician_and_Clinical","Historical",1975,"Y","medicaid",1783
"Physician_and_Clinical","Historical",1976,"Y","medicaid",1822
"Physician_and_Clinical","Historical",1977,"Y","medicaid",1897
"Physician_and_Clinical","Historical",1978,"Y","medicaid",1991
"Physician_and_Clinical","Historical",1979,"Y","medicaid",2153
"Physician_and_Clinical","Historical",1980,"Y","medicaid",2432
"Physician_and_Clinical","Historical",1981,"Y","medicaid",2839
"Physician_and_Clinical","Historical",1982,"Y","medicaid",2793
"Physician_and_Clinical","Historical",1983,"Y","medicaid",3092
"Physician_and_Clinical","Historical",1984,"Y","medicaid",3190
"Physician_and_Clinical","Historical",1985,"Y","medicaid",3521
"Physician_and_Clinical","Historical",1986,"Y","medicaid",4028
"Physician_and_Clinical","Historical",1987,"Y","medicaid",4477
"Physician_and_Clinical","Historical",1988,"Y","medicaid",4913
"Physician_and_Clinical","Historical",1989,"Y","medicaid",5600
"Physician_and_Clinical","Historical",1990,"Y","medicaid",7026
"Physician_and_Clinical","Historical",1991,"Y","medicaid",9113
"Physician_and_Clinical","Historical",1992,"Y","medicaid",11152
"Physician_and_Clinical","Historical",1993,"Y","medicaid",12683
"Physician_and_Clinical","Historical",1994,"Y","medicaid",13695
"Physician_and_Clinical","Historical",1995,"Y","medicaid",14788
"Physician_and_Clinical","Historical",1996,"Y","medicaid",15241
"Physician_and_Clinical","Historical",1997,"Y","medicaid",16310
"Physician_and_Clinical","Historical",1998,"Y","medicaid",16766
"Physician_and_Clinical","Historical",1999,"Y","medicaid",17478
"Physician_and_Clinical","Historical",2000,"Y","medicaid",19294
"Physician_and_Clinical","Historical",2001,"Y","medicaid",21432
"Physician_and_Clinical","Historical",2002,"Y","medicaid",24023
"Physician_and_Clinical","Historical",2003,"Y","medicaid",25186
"Physician_and_Clinical","Historical",2004,"Y","medicaid",27987
"Physician_and_Clinical","Historical",2005,"Y","medicaid",30073
"Physician_and_Clinical","Historical",2006,"Y","medicaid",31779
"Physician_and_Clinical","Historical",2007,"Y","medicaid",33525
"Physician_and_Clinical","Historical",2008,"Y","medicaid",35913
"Physician_and_Clinical","Historical",2009,"Y","medicaid",40164
"Physician_and_Clinical","Historical",2010,"Y","medicaid",43259
"Physician_and_Clinical","Historical",2011,"Y","medicaid",45185
"Physician_and_Clinical","Historical",2012,"Y","medicaid",46974
"Physician_and_Clinical","Historical",2013,"Y","medicaid",52016
"Physician_and_Clinical","Historical",2014,"Y","medicaid",63375
"Physician_and_Clinical","Historical",2015,"Y","medicaid",69680
"Physician_and_Clinical","Historical",2016,"Y","medicaid",72564
"Physician_and_Clinical","Projected",2017,"Y","medicaid",75979
"Physician_and_Clinical","Projected",2018,"Y","medicaid",81752
"Physician_and_Clinical","Projected",2019,"Y","medicaid",87294
"Physician_and_Clinical","Projected",2020,"Y","medicaid",93000
"Physician_and_Clinical","Projected",2021,"Y","medicaid",99374
"Physician_and_Clinical","Projected",2022,"Y","medicaid",106162
"Physician_and_Clinical","Projected",2023,"Y","medicaid",113309
"Physician_and_Clinical","Projected",2024,"Y","medicaid",120856
"Physician_and_Clinical","Projected",2025,"Y","medicaid",128874
"Physician_and_Clinical","Projected",2026,"Y","medicaid",137212
"Dental_Services","Historical",1960,"Y","medicaid",0
